30.719200,-86.115300;30.719185,-86.115300;30.719169,-86.115300;30.719154,-86.115300;30.719138,-86.115300;30.719123,-86.115300;30.719107,-86.115300;30.719092,-86.115300;30.719076,-86.115300;30.719061,-86.115300;30.719046,-86.115300;30.719030,-86.115300;30.719015,-86.115300;30.718999,-86.115300;30.718984,-86.115300;30.718968,-86.115300;30.718953,-86.115300;30.718937,-86.115300;30.718922,-86.115300;30.718907,-86.115300;30.718891,-86.115300;30.718876,-86.115300;30.718860,-86.115300;30.718845,-86.115300;30.718829,-86.115300;30.718814,-86.115300;30.718798,-86.115300;30.718783,-86.115300;30.718768,-86.115300;30.718752,-86.115300;30.718737,-86.115300;30.718721,-86.115300;30.718706,-86.115300;30.718690,-86.115300;30.718675,-86.115300;30.718659,-86.115300;30.718644,-86.115300;30.718629,-86.115300;30.718613,-86.115300;30.718598,-86.115300;30.718582,-86.115300;30.718567,-86.115300;30.718551,-86.115300;30.718536,-86.115300;30.718520,-86.115300;30.718505,-86.115300;30.718490,-86.115300;30.718474,-86.115300;30.718459,-86.115300;30.718443,-86.115300;30.718428,-86.115300;30.718412,-86.115300;30.718397,-86.115300;30.718381,-86.115300;30.718366,-86.115300;30.718351,-86.115300;30.718335,-86.115300;30.718320,-86.115300;30.718304,-86.115300;30.718289,-86.115300;30.718273,-86.115300;30.718258,-86.115300;30.718242,-86.115300;30.718227,-86.115300;30.718211,-86.115300;30.718196,-86.115300;30.718181,-86.115300;30.718165,-86.115300;30.718150,-86.115300;30.718134,-86.115300;30.718119,-86.115300;30.718103,-86.115300;30.718088,-86.115300;30.718072,-86.115300;30.718057,-86.115300;30.718042,-86.115300;30.718026,-86.115300;30.718011,-86.115300;30.717995,-86.115300;30.717980,-86.115300;30.717964,-86.115300;30.717949,-86.115300;30.717933,-86.115300;30.717918,-86.115300;30.717903,-86.115300;30.717887,-86.115300;30.717872,-86.115300;30.717856,-86.115300;30.717841,-86.115300;30.717825,-86.115300;30.717810,-86.115300;30.717794,-86.115300;30.717779,-86.115300;30.717764,-86.115300;30.717748,-86.115300;30.717733,-86.115300;30.717717,-86.115300;30.717702,-86.115300;30.717686,-86.115300;30.717671,-86.115300;30.717655,-86.115300;30.717640,-86.115300;30.717625,-86.115300;30.717609,-86.115300;30.717594,-86.115300;30.717578,-86.115300;30.717563,-86.115300;30.717547,-86.115300;30.717532,-86.115300;30.717516,-86.115300;30.717501,-86.115300;30.717486,-86.115300;30.717470,-86.115300;30.717455,-86.115300;30.717439,-86.115300;30.717424,-86.115300;30.717408,-86.115300;30.717393,-86.115300;30.717377,-86.115300;30.717362,-86.115300;30.717347,-86.115300;30.717331,-86.115300;30.717316,-86.115300;30.717300,-86.115300;30.717285,-86.115300;30.717269,-86.115300;30.717254,-86.115300;30.717238,-86.115300;30.717223,-86.115300;30.717208,-86.115300;30.717192,-86.115300;30.717177,-86.115300;30.717161,-86.115300;30.717146,-86.115300;30.717130,-86.115300;30.717115,-86.115300;30.717099,-86.115300;30.717084,-86.115300;30.717069,-86.115300;30.717053,-86.115300;30.717038,-86.115300;30.717022,-86.115300;30.717007,-86.115300;30.716991,-86.115300;30.716976,-86.115300;30.716960,-86.115300;30.716945,-86.115300;30.716930,-86.115300;30.716914,-86.115300;30.716899,-86.115300;30.716883,-86.115300;30.716868,-86.115300;30.716852,-86.115300;30.716837,-86.115300;30.716821,-86.115300;30.716806,-86.115300;30.716791,-86.115300;30.716775,-86.115300;30.716760,-86.115300;30.716744,-86.115300;30.716729,-86.115300;30.716713,-86.115300;30.716698,-86.115300;30.716682,-86.115300;30.716667,-86.115300;30.716651,-86.115300;30.716636,-86.115300;30.716621,-86.115300;30.716605,-86.115300;30.716590,-86.115300;30.716574,-86.115300;30.716559,-86.115300;30.716543,-86.115300;30.716528,-86.115300;30.716512,-86.115300;30.716497,-86.115300;30.716482,-86.115300;30.716466,-86.115300;30.716451,-86.115300;30.716435,-86.115300;30.716420,-86.115300;30.716404,-86.115300;30.716389,-86.115300;30.716373,-86.115300;30.716358,-86.115300;30.716343,-86.115300;30.716327,-86.115300;30.716312,-86.115300;30.716296,-86.115300;30.716281,-86.115300;30.716265,-86.115300;30.716250,-86.115300;30.716234,-86.115300;30.716219,-86.115300;30.716204,-86.115300;30.716188,-86.115300;30.716173,-86.115300;30.716157,-86.115300;30.716142,-86.115300;30.716126,-86.115300;30.716111,-86.115300;30.716095,-86.115300;30.716080,-86.115300;30.716065,-86.115300;30.716049,-86.115300;30.716034,-86.115300;30.716018,-86.115300;30.716003,-86.115300;30.715987,-86.115300;30.715972,-86.115300;30.715956,-86.115300;30.715941,-86.115300;30.715926,-86.115300;30.715910,-86.115300;30.715895,-86.115300;30.715879,-86.115300;30.715864,-86.115300;30.715848,-86.115300;30.715833,-86.115300;30.715817,-86.115300;30.715802,-86.115300;30.715787,-86.115300;30.715771,-86.115300;30.715756,-86.115300;30.715740,-86.115300;30.715725,-86.115300;30.715709,-86.115300;30.715694,-86.115300;30.715678,-86.115300;30.715663,-86.115300;30.715648,-86.115300;30.715632,-86.115300;30.715617,-86.115300;30.715601,-86.115300;30.715586,-86.115300;30.715570,-86.115300;30.715555,-86.115300;30.715539,-86.115300;30.715524,-86.115300;30.715509,-86.115300;30.715493,-86.115300;30.715478,-86.115300;30.715462,-86.115300;30.715447,-86.115300;30.715431,-86.115300;30.715416,-86.115300;30.715400,-86.115300;30.715385,-86.115300;30.715369,-86.115300;30.715354,-86.115300;30.715339,-86.115300;30.715323,-86.115300;30.715308,-86.115300;30.715292,-86.115300;30.715277,-86.115300;30.715261,-86.115300;30.715246,-86.115300;30.715230,-86.115300;30.715215,-86.115300;30.715200,-86.115300;30.715184,-86.115300;30.715169,-86.115300;30.715153,-86.115300;30.715138,-86.115300;30.715122,-86.115300;30.715107,-86.115300;30.715091,-86.115300;30.715076,-86.115300;30.715061,-86.115300;30.715045,-86.115300;30.715030,-86.115300;30.715014,-86.115300;30.714999,-86.115300;30.714983,-86.115300;30.714968,-86.115300;30.714952,-86.115300;30.714937,-86.115300;30.714922,-86.115300;30.714906,-86.115300;30.714891,-86.115300;30.714875,-86.115300;30.714860,-86.115300;30.714844,-86.115300;30.714829,-86.115300;
30.719200,-86.115282;30.719185,-86.115282;30.719169,-86.115282;30.719154,-86.115282;30.719138,-86.115282;30.719123,-86.115282;30.719107,-86.115282;30.719092,-86.115282;30.719076,-86.115282;30.719061,-86.115282;30.719046,-86.115282;30.719030,-86.115282;30.719015,-86.115282;30.718999,-86.115282;30.718984,-86.115282;30.718968,-86.115282;30.718953,-86.115282;30.718937,-86.115282;30.718922,-86.115282;30.718907,-86.115282;30.718891,-86.115282;30.718876,-86.115282;30.718860,-86.115282;30.718845,-86.115282;30.718829,-86.115282;30.718814,-86.115282;30.718798,-86.115282;30.718783,-86.115282;30.718768,-86.115282;30.718752,-86.115282;30.718737,-86.115282;30.718721,-86.115282;30.718706,-86.115282;30.718690,-86.115282;30.718675,-86.115282;30.718659,-86.115282;30.718644,-86.115282;30.718629,-86.115282;30.718613,-86.115282;30.718598,-86.115282;30.718582,-86.115282;30.718567,-86.115282;30.718551,-86.115282;30.718536,-86.115282;30.718520,-86.115282;30.718505,-86.115282;30.718490,-86.115282;30.718474,-86.115282;30.718459,-86.115282;30.718443,-86.115282;30.718428,-86.115282;30.718412,-86.115282;30.718397,-86.115282;30.718381,-86.115282;30.718366,-86.115282;30.718351,-86.115282;30.718335,-86.115282;30.718320,-86.115282;30.718304,-86.115282;30.718289,-86.115282;30.718273,-86.115282;30.718258,-86.115282;30.718242,-86.115282;30.718227,-86.115282;30.718211,-86.115282;30.718196,-86.115282;30.718181,-86.115282;30.718165,-86.115282;30.718150,-86.115282;30.718134,-86.115282;30.718119,-86.115282;30.718103,-86.115282;30.718088,-86.115282;30.718072,-86.115282;30.718057,-86.115282;30.718042,-86.115282;30.718026,-86.115282;30.718011,-86.115282;30.717995,-86.115282;30.717980,-86.115282;30.717964,-86.115282;30.717949,-86.115282;30.717933,-86.115282;30.717918,-86.115282;30.717903,-86.115282;30.717887,-86.115282;30.717872,-86.115282;30.717856,-86.115282;30.717841,-86.115282;30.717825,-86.115282;30.717810,-86.115282;30.717794,-86.115282;30.717779,-86.115282;30.717764,-86.115282;30.717748,-86.115282;30.717733,-86.115282;30.717717,-86.115282;30.717702,-86.115282;30.717686,-86.115282;30.717671,-86.115282;30.717655,-86.115282;30.717640,-86.115282;30.717625,-86.115282;30.717609,-86.115282;30.717594,-86.115282;30.717578,-86.115282;30.717563,-86.115282;30.717547,-86.115282;30.717532,-86.115282;30.717516,-86.115282;30.717501,-86.115282;30.717486,-86.115282;30.717470,-86.115282;30.717455,-86.115282;30.717439,-86.115282;30.717424,-86.115282;30.717408,-86.115282;30.717393,-86.115282;30.717377,-86.115282;30.717362,-86.115282;30.717347,-86.115282;30.717331,-86.115282;30.717316,-86.115282;30.717300,-86.115282;30.717285,-86.115282;30.717269,-86.115282;30.717254,-86.115282;30.717238,-86.115282;30.717223,-86.115282;30.717208,-86.115282;30.717192,-86.115282;30.717177,-86.115282;30.717161,-86.115282;30.717146,-86.115282;30.717130,-86.115282;30.717115,-86.115282;30.717099,-86.115282;30.717084,-86.115282;30.717069,-86.115282;30.717053,-86.115282;30.717038,-86.115282;30.717022,-86.115282;30.717007,-86.115282;30.716991,-86.115282;30.716976,-86.115282;30.716960,-86.115282;30.716945,-86.115282;30.716930,-86.115282;30.716914,-86.115282;30.716899,-86.115282;30.716883,-86.115282;30.716868,-86.115282;30.716852,-86.115282;30.716837,-86.115282;30.716821,-86.115282;30.716806,-86.115282;30.716791,-86.115282;30.716775,-86.115282;30.716760,-86.115282;30.716744,-86.115282;30.716729,-86.115282;30.716713,-86.115282;30.716698,-86.115282;30.716682,-86.115282;30.716667,-86.115282;30.716651,-86.115282;30.716636,-86.115282;30.716621,-86.115282;30.716605,-86.115282;30.716590,-86.115282;30.716574,-86.115282;30.716559,-86.115282;30.716543,-86.115282;30.716528,-86.115282;30.716512,-86.115282;30.716497,-86.115282;30.716482,-86.115282;30.716466,-86.115282;30.716451,-86.115282;30.716435,-86.115282;30.716420,-86.115282;30.716404,-86.115282;30.716389,-86.115282;30.716373,-86.115282;30.716358,-86.115282;30.716343,-86.115282;30.716327,-86.115282;30.716312,-86.115282;30.716296,-86.115282;30.716281,-86.115282;30.716265,-86.115282;30.716250,-86.115282;30.716234,-86.115282;30.716219,-86.115282;30.716204,-86.115282;30.716188,-86.115282;30.716173,-86.115282;30.716157,-86.115282;30.716142,-86.115282;30.716126,-86.115282;30.716111,-86.115282;30.716095,-86.115282;30.716080,-86.115282;30.716065,-86.115282;30.716049,-86.115282;30.716034,-86.115282;30.716018,-86.115282;30.716003,-86.115282;30.715987,-86.115282;30.715972,-86.115282;30.715956,-86.115282;30.715941,-86.115282;30.715926,-86.115282;30.715910,-86.115282;30.715895,-86.115282;30.715879,-86.115282;30.715864,-86.115282;30.715848,-86.115282;30.715833,-86.115282;30.715817,-86.115282;30.715802,-86.115282;30.715787,-86.115282;30.715771,-86.115282;30.715756,-86.115282;30.715740,-86.115282;30.715725,-86.115282;30.715709,-86.115282;30.715694,-86.115282;30.715678,-86.115282;30.715663,-86.115282;30.715648,-86.115282;30.715632,-86.115282;30.715617,-86.115282;30.715601,-86.115282;30.715586,-86.115282;30.715570,-86.115282;30.715555,-86.115282;30.715539,-86.115282;30.715524,-86.115282;30.715509,-86.115282;30.715493,-86.115282;30.715478,-86.115282;30.715462,-86.115282;30.715447,-86.115282;30.715431,-86.115282;30.715416,-86.115282;30.715400,-86.115282;30.715385,-86.115282;30.715369,-86.115282;30.715354,-86.115282;30.715339,-86.115282;30.715323,-86.115282;30.715308,-86.115282;30.715292,-86.115282;30.715277,-86.115282;30.715261,-86.115282;30.715246,-86.115282;30.715230,-86.115282;30.715215,-86.115282;30.715200,-86.115282;30.715184,-86.115282;30.715169,-86.115282;30.715153,-86.115282;30.715138,-86.115282;30.715122,-86.115282;30.715107,-86.115282;30.715091,-86.115282;30.715076,-86.115282;30.715061,-86.115282;30.715045,-86.115282;30.715030,-86.115282;30.715014,-86.115282;30.714999,-86.115282;30.714983,-86.115282;30.714968,-86.115282;30.714952,-86.115282;30.714937,-86.115282;30.714922,-86.115282;30.714906,-86.115282;30.714891,-86.115282;30.714875,-86.115282;30.714860,-86.115282;30.714844,-86.115282;30.714829,-86.115282;
30.719200,-86.115264;30.719185,-86.115264;30.719169,-86.115264;30.719154,-86.115264;30.719138,-86.115264;30.719123,-86.115264;30.719107,-86.115264;30.719092,-86.115264;30.719076,-86.115264;30.719061,-86.115264;30.719046,-86.115264;30.719030,-86.115264;30.719015,-86.115264;30.718999,-86.115264;30.718984,-86.115264;30.718968,-86.115264;30.718953,-86.115264;30.718937,-86.115264;30.718922,-86.115264;30.718907,-86.115264;30.718891,-86.115264;30.718876,-86.115264;30.718860,-86.115264;30.718845,-86.115264;30.718829,-86.115264;30.718814,-86.115264;30.718798,-86.115264;30.718783,-86.115264;30.718768,-86.115264;30.718752,-86.115264;30.718737,-86.115264;30.718721,-86.115264;30.718706,-86.115264;30.718690,-86.115264;30.718675,-86.115264;30.718659,-86.115264;30.718644,-86.115264;30.718629,-86.115264;30.718613,-86.115264;30.718598,-86.115264;30.718582,-86.115264;30.718567,-86.115264;30.718551,-86.115264;30.718536,-86.115264;30.718520,-86.115264;30.718505,-86.115264;30.718490,-86.115264;30.718474,-86.115264;30.718459,-86.115264;30.718443,-86.115264;30.718428,-86.115264;30.718412,-86.115264;30.718397,-86.115264;30.718381,-86.115264;30.718366,-86.115264;30.718351,-86.115264;30.718335,-86.115264;30.718320,-86.115264;30.718304,-86.115264;30.718289,-86.115264;30.718273,-86.115264;30.718258,-86.115264;30.718242,-86.115264;30.718227,-86.115264;30.718211,-86.115264;30.718196,-86.115264;30.718181,-86.115264;30.718165,-86.115264;30.718150,-86.115264;30.718134,-86.115264;30.718119,-86.115264;30.718103,-86.115264;30.718088,-86.115264;30.718072,-86.115264;30.718057,-86.115264;30.718042,-86.115264;30.718026,-86.115264;30.718011,-86.115264;30.717995,-86.115264;30.717980,-86.115264;30.717964,-86.115264;30.717949,-86.115264;30.717933,-86.115264;30.717918,-86.115264;30.717903,-86.115264;30.717887,-86.115264;30.717872,-86.115264;30.717856,-86.115264;30.717841,-86.115264;30.717825,-86.115264;30.717810,-86.115264;30.717794,-86.115264;30.717779,-86.115264;30.717764,-86.115264;30.717748,-86.115264;30.717733,-86.115264;30.717717,-86.115264;30.717702,-86.115264;30.717686,-86.115264;30.717671,-86.115264;30.717655,-86.115264;30.717640,-86.115264;30.717625,-86.115264;30.717609,-86.115264;30.717594,-86.115264;30.717578,-86.115264;30.717563,-86.115264;30.717547,-86.115264;30.717532,-86.115264;30.717516,-86.115264;30.717501,-86.115264;30.717486,-86.115264;30.717470,-86.115264;30.717455,-86.115264;30.717439,-86.115264;30.717424,-86.115264;30.717408,-86.115264;30.717393,-86.115264;30.717377,-86.115264;30.717362,-86.115264;30.717347,-86.115264;30.717331,-86.115264;30.717316,-86.115264;30.717300,-86.115264;30.717285,-86.115264;30.717269,-86.115264;30.717254,-86.115264;30.717238,-86.115264;30.717223,-86.115264;30.717208,-86.115264;30.717192,-86.115264;30.717177,-86.115264;30.717161,-86.115264;30.717146,-86.115264;30.717130,-86.115264;30.717115,-86.115264;30.717099,-86.115264;30.717084,-86.115264;30.717069,-86.115264;30.717053,-86.115264;30.717038,-86.115264;30.717022,-86.115264;30.717007,-86.115264;30.716991,-86.115264;30.716976,-86.115264;30.716960,-86.115264;30.716945,-86.115264;30.716930,-86.115264;30.716914,-86.115264;30.716899,-86.115264;30.716883,-86.115264;30.716868,-86.115264;30.716852,-86.115264;30.716837,-86.115264;30.716821,-86.115264;30.716806,-86.115264;30.716791,-86.115264;30.716775,-86.115264;30.716760,-86.115264;30.716744,-86.115264;30.716729,-86.115264;30.716713,-86.115264;30.716698,-86.115264;30.716682,-86.115264;30.716667,-86.115264;30.716651,-86.115264;30.716636,-86.115264;30.716621,-86.115264;30.716605,-86.115264;30.716590,-86.115264;30.716574,-86.115264;30.716559,-86.115264;30.716543,-86.115264;30.716528,-86.115264;30.716512,-86.115264;30.716497,-86.115264;30.716482,-86.115264;30.716466,-86.115264;30.716451,-86.115264;30.716435,-86.115264;30.716420,-86.115264;30.716404,-86.115264;30.716389,-86.115264;30.716373,-86.115264;30.716358,-86.115264;30.716343,-86.115264;30.716327,-86.115264;30.716312,-86.115264;30.716296,-86.115264;30.716281,-86.115264;30.716265,-86.115264;30.716250,-86.115264;30.716234,-86.115264;30.716219,-86.115264;30.716204,-86.115264;30.716188,-86.115264;30.716173,-86.115264;30.716157,-86.115264;30.716142,-86.115264;30.716126,-86.115264;30.716111,-86.115264;30.716095,-86.115264;30.716080,-86.115264;30.716065,-86.115264;30.716049,-86.115264;30.716034,-86.115264;30.716018,-86.115264;30.716003,-86.115264;30.715987,-86.115264;30.715972,-86.115264;30.715956,-86.115264;30.715941,-86.115264;30.715926,-86.115264;30.715910,-86.115264;30.715895,-86.115264;30.715879,-86.115264;30.715864,-86.115264;30.715848,-86.115264;30.715833,-86.115264;30.715817,-86.115264;30.715802,-86.115264;30.715787,-86.115264;30.715771,-86.115264;30.715756,-86.115264;30.715740,-86.115264;30.715725,-86.115264;30.715709,-86.115264;30.715694,-86.115264;30.715678,-86.115264;30.715663,-86.115264;30.715648,-86.115264;30.715632,-86.115264;30.715617,-86.115264;30.715601,-86.115264;30.715586,-86.115264;30.715570,-86.115264;30.715555,-86.115264;30.715539,-86.115264;30.715524,-86.115264;30.715509,-86.115264;30.715493,-86.115264;30.715478,-86.115264;30.715462,-86.115264;30.715447,-86.115264;30.715431,-86.115264;30.715416,-86.115264;30.715400,-86.115264;30.715385,-86.115264;30.715369,-86.115264;30.715354,-86.115264;30.715339,-86.115264;30.715323,-86.115264;30.715308,-86.115264;30.715292,-86.115264;30.715277,-86.115264;30.715261,-86.115264;30.715246,-86.115264;30.715230,-86.115264;30.715215,-86.115264;30.715200,-86.115264;30.715184,-86.115264;30.715169,-86.115264;30.715153,-86.115264;30.715138,-86.115264;30.715122,-86.115264;30.715107,-86.115264;30.715091,-86.115264;30.715076,-86.115264;30.715061,-86.115264;30.715045,-86.115264;30.715030,-86.115264;30.715014,-86.115264;30.714999,-86.115264;30.714983,-86.115264;30.714968,-86.115264;30.714952,-86.115264;30.714937,-86.115264;30.714922,-86.115264;30.714906,-86.115264;30.714891,-86.115264;30.714875,-86.115264;30.714860,-86.115264;30.714844,-86.115264;30.714829,-86.115264;
30.719200,-86.115246;30.719185,-86.115246;30.719169,-86.115246;30.719154,-86.115246;30.719138,-86.115246;30.719123,-86.115246;30.719107,-86.115246;30.719092,-86.115246;30.719076,-86.115246;30.719061,-86.115246;30.719046,-86.115246;30.719030,-86.115246;30.719015,-86.115246;30.718999,-86.115246;30.718984,-86.115246;30.718968,-86.115246;30.718953,-86.115246;30.718937,-86.115246;30.718922,-86.115246;30.718907,-86.115246;30.718891,-86.115246;30.718876,-86.115246;30.718860,-86.115246;30.718845,-86.115246;30.718829,-86.115246;30.718814,-86.115246;30.718798,-86.115246;30.718783,-86.115246;30.718768,-86.115246;30.718752,-86.115246;30.718737,-86.115246;30.718721,-86.115246;30.718706,-86.115246;30.718690,-86.115246;30.718675,-86.115246;30.718659,-86.115246;30.718644,-86.115246;30.718629,-86.115246;30.718613,-86.115246;30.718598,-86.115246;30.718582,-86.115246;30.718567,-86.115246;30.718551,-86.115246;30.718536,-86.115246;30.718520,-86.115246;30.718505,-86.115246;30.718490,-86.115246;30.718474,-86.115246;30.718459,-86.115246;30.718443,-86.115246;30.718428,-86.115246;30.718412,-86.115246;30.718397,-86.115246;30.718381,-86.115246;30.718366,-86.115246;30.718351,-86.115246;30.718335,-86.115246;30.718320,-86.115246;30.718304,-86.115246;30.718289,-86.115246;30.718273,-86.115246;30.718258,-86.115246;30.718242,-86.115246;30.718227,-86.115246;30.718211,-86.115246;30.718196,-86.115246;30.718181,-86.115246;30.718165,-86.115246;30.718150,-86.115246;30.718134,-86.115246;30.718119,-86.115246;30.718103,-86.115246;30.718088,-86.115246;30.718072,-86.115246;30.718057,-86.115246;30.718042,-86.115246;30.718026,-86.115246;30.718011,-86.115246;30.717995,-86.115246;30.717980,-86.115246;30.717964,-86.115246;30.717949,-86.115246;30.717933,-86.115246;30.717918,-86.115246;30.717903,-86.115246;30.717887,-86.115246;30.717872,-86.115246;30.717856,-86.115246;30.717841,-86.115246;30.717825,-86.115246;30.717810,-86.115246;30.717794,-86.115246;30.717779,-86.115246;30.717764,-86.115246;30.717748,-86.115246;30.717733,-86.115246;30.717717,-86.115246;30.717702,-86.115246;30.717686,-86.115246;30.717671,-86.115246;30.717655,-86.115246;30.717640,-86.115246;30.717625,-86.115246;30.717609,-86.115246;30.717594,-86.115246;30.717578,-86.115246;30.717563,-86.115246;30.717547,-86.115246;30.717532,-86.115246;30.717516,-86.115246;30.717501,-86.115246;30.717486,-86.115246;30.717470,-86.115246;30.717455,-86.115246;30.717439,-86.115246;30.717424,-86.115246;30.717408,-86.115246;30.717393,-86.115246;30.717377,-86.115246;30.717362,-86.115246;30.717347,-86.115246;30.717331,-86.115246;30.717316,-86.115246;30.717300,-86.115246;30.717285,-86.115246;30.717269,-86.115246;30.717254,-86.115246;30.717238,-86.115246;30.717223,-86.115246;30.717208,-86.115246;30.717192,-86.115246;30.717177,-86.115246;30.717161,-86.115246;30.717146,-86.115246;30.717130,-86.115246;30.717115,-86.115246;30.717099,-86.115246;30.717084,-86.115246;30.717069,-86.115246;30.717053,-86.115246;30.717038,-86.115246;30.717022,-86.115246;30.717007,-86.115246;30.716991,-86.115246;30.716976,-86.115246;30.716960,-86.115246;30.716945,-86.115246;30.716930,-86.115246;30.716914,-86.115246;30.716899,-86.115246;30.716883,-86.115246;30.716868,-86.115246;30.716852,-86.115246;30.716837,-86.115246;30.716821,-86.115246;30.716806,-86.115246;30.716791,-86.115246;30.716775,-86.115246;30.716760,-86.115246;30.716744,-86.115246;30.716729,-86.115246;30.716713,-86.115246;30.716698,-86.115246;30.716682,-86.115246;30.716667,-86.115246;30.716651,-86.115246;30.716636,-86.115246;30.716621,-86.115246;30.716605,-86.115246;30.716590,-86.115246;30.716574,-86.115246;30.716559,-86.115246;30.716543,-86.115246;30.716528,-86.115246;30.716512,-86.115246;30.716497,-86.115246;30.716482,-86.115246;30.716466,-86.115246;30.716451,-86.115246;30.716435,-86.115246;30.716420,-86.115246;30.716404,-86.115246;30.716389,-86.115246;30.716373,-86.115246;30.716358,-86.115246;30.716343,-86.115246;30.716327,-86.115246;30.716312,-86.115246;30.716296,-86.115246;30.716281,-86.115246;30.716265,-86.115246;30.716250,-86.115246;30.716234,-86.115246;30.716219,-86.115246;30.716204,-86.115246;30.716188,-86.115246;30.716173,-86.115246;30.716157,-86.115246;30.716142,-86.115246;30.716126,-86.115246;30.716111,-86.115246;30.716095,-86.115246;30.716080,-86.115246;30.716065,-86.115246;30.716049,-86.115246;30.716034,-86.115246;30.716018,-86.115246;30.716003,-86.115246;30.715987,-86.115246;30.715972,-86.115246;30.715956,-86.115246;30.715941,-86.115246;30.715926,-86.115246;30.715910,-86.115246;30.715895,-86.115246;30.715879,-86.115246;30.715864,-86.115246;30.715848,-86.115246;30.715833,-86.115246;30.715817,-86.115246;30.715802,-86.115246;30.715787,-86.115246;30.715771,-86.115246;30.715756,-86.115246;30.715740,-86.115246;30.715725,-86.115246;30.715709,-86.115246;30.715694,-86.115246;30.715678,-86.115246;30.715663,-86.115246;30.715648,-86.115246;30.715632,-86.115246;30.715617,-86.115246;30.715601,-86.115246;30.715586,-86.115246;30.715570,-86.115246;30.715555,-86.115246;30.715539,-86.115246;30.715524,-86.115246;30.715509,-86.115246;30.715493,-86.115246;30.715478,-86.115246;30.715462,-86.115246;30.715447,-86.115246;30.715431,-86.115246;30.715416,-86.115246;30.715400,-86.115246;30.715385,-86.115246;30.715369,-86.115246;30.715354,-86.115246;30.715339,-86.115246;30.715323,-86.115246;30.715308,-86.115246;30.715292,-86.115246;30.715277,-86.115246;30.715261,-86.115246;30.715246,-86.115246;30.715230,-86.115246;30.715215,-86.115246;30.715200,-86.115246;30.715184,-86.115246;30.715169,-86.115246;30.715153,-86.115246;30.715138,-86.115246;30.715122,-86.115246;30.715107,-86.115246;30.715091,-86.115246;30.715076,-86.115246;30.715061,-86.115246;30.715045,-86.115246;30.715030,-86.115246;30.715014,-86.115246;30.714999,-86.115246;30.714983,-86.115246;30.714968,-86.115246;30.714952,-86.115246;30.714937,-86.115246;30.714922,-86.115246;30.714906,-86.115246;30.714891,-86.115246;30.714875,-86.115246;30.714860,-86.115246;30.714844,-86.115246;30.714829,-86.115246;
